id,loss,acc,val_loss,val_acc,epoch
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.7464711012395069,0.5407520532608032,0.6624343432486057,0.6220858693122864,0
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.6641126244068081,0.6051591038703918,0.6346051613800228,0.6507975459098816,1
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.6435886203707982,0.6385624408721924,0.5973848584108055,0.6687116622924805,2
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.6179833577365952,0.6617675423622131,0.5796785817947239,0.7003681063652039,3
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.5930814465326898,0.6806642413139343,0.5476154161151499,0.7322699427604675,4
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.5691096408751443,0.7044419646263123,0.524848252069205,0.7415950894355774,5
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.548292233548146,0.7175033688545227,0.49530567415058613,0.7575460076332092,6
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.5271816639248397,0.7344640493392944,0.5053966203704476,0.7523926496505737,7
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.5140379547091134,0.7415537238121033,0.4655483444221318,0.7720245122909546,8
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.49602300780241354,0.7536062002182007,0.4228482182370499,0.7977914214134216,9
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.4804730695123464,0.7646769881248474,0.4253379381261766,0.8061349987983704,10
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.4656894835927009,0.7718212604522705,0.5585608459077775,0.7411043047904968,11
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.4553065952302144,0.7771384716033936,0.4202091097831726,0.8007361888885498,12
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.44579427513476694,0.7854552268981934,0.3739484981051646,0.8215950727462769,13
99157ee4-4abf-4a95-a78d-1e889645b8bc,0.43406378931453493,0.7880184054374695,0.40166385285556316,0.8125153183937073,14
1a901586-6861-4c69-94ad-9810bfe63905,0.7416779545634027,0.536171019077301,0.6984049547463655,0.5450306534767151,0
1a901586-6861-4c69-94ad-9810bfe63905,0.6676674695341704,0.5963788032531738,0.6349865030497313,0.6338650584220886,1
1a901586-6861-4c69-94ad-9810bfe63905,0.6482968655752205,0.6277370452880859,0.5950922966003418,0.6873619556427002,2
1a901586-6861-4c69-94ad-9810bfe63905,0.6248337542591709,0.6546505689620972,0.5941916520241648,0.6961963176727295,3
1a901586-6861-4c69-94ad-9810bfe63905,0.6005866350480885,0.6766831278800964,0.5766173754818738,0.7214723825454712,4
1a901586-6861-4c69-94ad-9810bfe63905,0.5737582434125116,0.7046601176261902,0.5164599718991667,0.7391411066055298,5
1a901586-6861-4c69-94ad-9810bfe63905,0.5588559028144894,0.710849940776825,0.49427441600710154,0.7514110207557678,6
1a901586-6861-4c69-94ad-9810bfe63905,0.5349480332307689,0.7292013168334961,0.45705041754990816,0.7828220725059509,7
1a901586-6861-4c69-94ad-9810bfe63905,0.5135924502074779,0.7406538724899292,0.551624977728352,0.7268711924552917,8
1a901586-6861-4c69-94ad-9810bfe63905,0.5045011691523382,0.7509339451789856,0.420915256254375,0.8061349987983704,9
1a901586-6861-4c69-94ad-9810bfe63905,0.48924361520118703,0.7593870162963867,0.4737216420471668,0.7776687145233154,10
1a901586-6861-4c69-94ad-9810bfe63905,0.47310145018606076,0.7668856978416443,0.46144621376879513,0.7749693393707275,11
1a901586-6861-4c69-94ad-9810bfe63905,0.4607017359916785,0.7768930792808533,0.464727550977841,0.7710429430007935,12
1a901586-6861-4c69-94ad-9810bfe63905,0.44353550368925,0.7858369946479797,0.38470232859253883,0.8206135034561157,13
1a901586-6861-4c69-94ad-9810bfe63905,0.43618487604924394,0.7885637879371643,0.4141691110562533,0.8100613355636597,14
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.7068976652787028,0.5418427586555481,0.6831300314515829,0.55460125207901,0
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.666819901744361,0.6012325286865234,0.6514309840276837,0.6223312616348267,1
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.6451831430288592,0.6305729150772095,0.632326060673222,0.6453987956047058,2
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.6220710204987706,0.6532326340675354,0.6449788406025618,0.6323926448822021,3
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.6014421828259973,0.6774739027023315,0.5768188072834164,0.7030674815177917,4
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.5804656283393138,0.694298267364502,0.6336299704853445,0.6699386239051819,5
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.557391168933177,0.7140130400657654,0.5297517511062324,0.731779158115387,6
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.5352735755695365,0.7298557758331299,0.5854907345492393,0.6949692964553833,7
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.5228342265236047,0.7389905452728271,0.4939739303663373,0.7450307011604309,8
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.5059202581906544,0.7491887807846069,0.4812231685500592,0.7631902098655701,9
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.49456443164504826,0.7598778605461121,0.5122689767740667,0.7496932744979858,10
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.47883463116522734,0.7646224498748779,0.42823710665106773,0.800000011920929,11
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.47115108730541205,0.7709759473800659,0.533955184975639,0.7283435463905334,12
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.4557545640010718,0.7781746983528137,0.4181517707183957,0.8058895468711853,13
7b8cd45a-35e8-454b-b754-1b9b5d2a8d05,0.44465986311174027,0.7853461503982544,0.4508496359921992,0.7727607488632202,14
